team_logo,team,opponent_logo,opponent,opponent_name,date,opta_rating,score,location,match_report,report,note,video,video_up,manager,manager_up
,nottingham forest,,Notts County,Notts County,Jul 18,,2-0 W,Nottingham (Meadow Lane),https://www.nottinghamforest.co.uk/news/2026/july/18/notts-county-report/,📝,,https://www.youtube.com/watch?v=SSe06X3fgH8,🎥,https://www.youtube.com/watch?v=lnT8n9D3DoI,🗣️
,nottingham forest,,Blackburn,Blackburn,Jul 22,,3-0 W,Albufeira,https://www.nottinghamforest.co.uk/news/2026/july/22/blackburn-rovers-report/,📝,,https://www.youtube.com/watch?v=XLtKxleDb5w,🎥,https://www.youtube.com/watch?v=Gxdb_rEAI4c,🗣️
,nottingham forest,,Vitoria,Vitoria,Jul 26,,1-1,Portugal,https://www.nottinghamforest.co.uk/news/2026/july/26/forest-continue-pre-season-preparations-in-portugal/,📝,"BCD, 60minsx2",,❌,,❌
,nottingham forest,,Portimonese,Portimonese,Jul 31,,2-1 W,Portugal,https://www.nottinghamforest.co.uk/news/2026/july/31/reds-continue-pre-season-with-win-over-portimonense/,📝,"BCD, double header",,❌,,❌
,nottingham forest,,Sporting,Sporting,Jul 31,,4-1 L,Algarve,https://www.nottinghamforest.co.uk/news/2026/july/31/sporting-cp-report/,📝,,https://www.youtube.com/watch?v=grxSC3r2LEE,🎥,,❌
,nottingham forest,,Udinese,Udinese,Aug 08,,1-0 L,Udine,https://www.nottinghamforest.co.uk/news/2026/august/08/forest-gain-more-minutes-against-barcelona-and-udinese/,📝,45 mins,https://www.youtube.com/watch?v=NdxIBWvRVW8,🎥,https://www.youtube.com/watch?v=H1n3gWJrgDQ,🗣️
,nottingham forest,,Barcelona,Barcelona,Aug 08,,1-0 L,Udine,https://www.nottinghamforest.co.uk/news/2026/august/08/forest-gain-more-minutes-against-barcelona-and-udinese/,📝,45 mins,https://youtu.be/NdxIBWvRVW8?t=277,🎥,https://www.youtube.com/watch?v=H1n3gWJrgDQ,🗣️
,nottingham forest,,Bayer Leverkusen,Bayer Leverkusen,Aug 12,,,Nottingham,,,,,,,
,nottingham forest,,Brest,Brest,Aug 16,,,Nottingham,,,,,,,
