team_logo,team,opponent_logo,opponent,date,opta_rating,score,location,match_report,note
https://resources.premierleague.com/premierleague25/badges-alt/43.svg,manchester city,https://cdn.ssref.net/req/202508011/tlogo/fb/22df8478.png,Preston North End,Aug 02,,1-0 Win,"Manchester, England",https://www.mancity.com/news/mens/preston-north-end-friendly-result-63889743,
https://resources.premierleague.com/premierleague25/badges-alt/43.svg,manchester city,https://cdn.ssref.net/req/202507171/tlogo/fb/ee058a17.png,Palermo,Aug 09,,,"Palermo, Italy",,-
