team_logo,team,opponent_logo,opponent,date,opta_rating,score,location,match_report,note
https://resources.premierleague.com/premierleague25/badges-alt/8.svg,chelsea,https://cdn.ssref.net/req/202507171/tlogo/fb/c7a9f859.png,Bayer Leverkusen,Aug 08,,2-0 Win,"London, England",https://www.chelseafc.com/en/news/article/match-report-chelsea-2-0-bayer-leverkusen,-
https://resources.premierleague.com/premierleague25/badges-alt/8.svg,chelsea,https://cdn.ssref.net/req/202507171/tlogo/fb/dc56fe14.png,AC Milan,Aug 10,,,"London, England",,-
